N,T1,T2,T3,LR,M,PL
0,0,0,1,R,C,N
1,0,1,0,R,A,N
2,1,0,0,L,C,N
3,0,0,1,R,B,N
4,1,0,0,L,A,N
5,0,1,0,L,B,N
6,0,0,1,R,C,N
7,0,1,0,R,A,N
8,1,0,0,L,C,N
9,0,0,1,R,B,N
10,1,0,0,L,A,N
11,0,1,0,L,B,N
12,0,0,1,R,C,N
13,0,1,0,R,A,N
14,1,0,0,L,C,N
15,0,0,1,R,B,N
16,0,1,0,R,A,N
17,1,0,0,L,C,N
18,0,0,1,R,B,N
19,0,1,0,R,A,N
