N,T1,T2,T3,LR,M,PL
0,0,0,1,R,C,N
1,0,1,0,R,A,N
2,1,0,0,L,C,N
3,0,0,1,R,B,N
4,0,1,0,R,A,N
5,0,0,1,R,C,N
6,1,0,0,L,A,N
7,0,1,0,L,B,N
8,0,0,1,R,C,N
9,1,0,0,L,A,N
10,0,0,1,R,B,N
11,0,1,0,R,A,N
12,0,0,1,R,C,N
13,1,0,0,L,A,N
14,0,1,0,L,B,N
15,1,0,0,L,C,N
16,0,0,1,R,B,N
17,0,1,0,R,A,N
18,0,0,1,R,C,N
19,1,0,0,L,A,N
