n,t,x,y,z,m
1,0,0.07733184,0.4352984,0.3820679,13
1,0.01410675,0.07616466,0.4377958,0.3857753,13
1,0.0276413,0.07549292,0.4410655,0.3930834,13
1,0.04201508,0.07485396,0.443924,0.3992007,13
1,0.056633,0.0756759,0.4469165,0.4073586,13
1,0.06964874,0.07607996,0.4495765,0.4141168,13
1,0.08304596,0.07723761,0.4501294,0.4239405,13
1,0.09684753,0.07798707,0.4510337,0.4320488,13
1,0.1107635,0.07853544,0.4520843,0.4390813,13
1,0.1243057,0.0800631,0.4528266,0.4459884,13
1,0.1389694,0.08161455,0.4533366,0.4525577,13
1,0.1524658,0.08408344,0.4545167,0.4588078,13
1,0.1666336,0.08614475,0.4554214,0.4648297,13
1,0.1807709,0.08789772,0.4562366,0.470684,13
1,0.1939392,0.08960843,0.4584551,0.4755297,13
1,0.2081985,0.09104854,0.4603147,0.4805518,13
1,0.2218704,0.09072757,0.4653589,0.4859562,13
1,0.2362595,0.09088171,0.4688942,0.4913281,13
1,0.2498245,0.09129471,0.4716537,0.4966578,13
1,0.2648926,0.09065193,0.4725806,0.5030023,13
1,0.2774353,0.09090853,0.474298,0.509312,13
1,0.2910156,0.09058255,0.4733221,0.5166097,13
1,0.3052826,0.09113103,0.4738703,0.5236753,13
1,0.3190155,0.08848524,0.4740179,0.528837,13
1,0.3332367,0.08762223,0.4750451,0.5345302,13
1,0.3467712,0.08740824,0.4763137,0.5403641,13
1,0.3607864,0.08384502,0.4783746,0.5447195,13
1,0.3749619,0.08199161,0.4797023,0.549644,13
1,0.3882523,0.08180767,0.4793294,0.558818,13
1,0.4028931,0.08131385,0.4791725,0.5670174,13
1,0.4164581,0.08103007,0.4760214,0.5783334,13
1,0.4304504,0.08052146,0.4741029,0.5880951,13
1,0.4440536,0.07995713,0.4729216,0.5968298,13
1,0.4580536,0.07964146,0.4674754,0.6048214,13
1,0.4732666,0.07918179,0.4640852,0.6126415,13
1,0.4856415,0.07959104,0.4589308,0.6200227,13
1,0.5001373,0.0796656,0.4552894,0.6273738,13
1,0.5137482,0.07958293,0.4523925,0.6347073,13
1,0.5270996,0.07958782,0.4461314,0.6402439,13
1,0.5415649,0.07954812,0.4411079,0.6460087,13
1,0.5552292,0.08086056,0.4342845,0.6518242,13
1,0.5692368,0.08172542,0.4284922,0.6575516,13
1,0.5830002,0.08237076,0.4233554,0.6632288,13
