N,T1,T2,T3,LR,M,PL
0,0,0,1,R,C,R
1,0,1,0,R,A,R
2,1,0,0,L,C,R
3,0,0,1,R,B,R
4,0,1,0,R,A,R
5,1,0,0,L,C,R
6,0,0,1,R,B,R
7,0,1,0,R,A,R
8,1,0,0,L,C,R
9,0,1,0,L,B,R
10,0,0,1,R,C,R
11,1,0,0,L,A,R
12,0,1,0,L,B,R
13,0,0,1,R,C,R
14,1,0,0,L,A,R
15,0,0,1,R,B,R
16,0,1,0,R,A,R
17,1,0,0,L,C,R
18,0,1,0,L,B,R
19,0,0,1,R,C,R
